Rank,Term,Term Freq,Probability,Log(rank),Log(probability)
525,relative,57,2.44E-04,6.263398263,-8.318198673
526,aspects,57,2.44E-04,6.265301213,-8.318198673
527,less,57,2.44E-04,6.267200549,-8.318198673
528,upon,57,2.44E-04,6.269096284,-8.318198673
529,total,57,2.44E-04,6.270988432,-8.318198673
530,modified,57,2.44E-04,6.272877007,-8.318198673
531,reduction,57,2.44E-04,6.274762021,-8.318198673
532,often,57,2.44E-04,6.276643489,-8.318198673
533,gamma,56,2.40E-04,6.278521424,-8.33589825
534,sort,56,2.40E-04,6.280395839,-8.33589825
535,inversion,56,2.40E-04,6.282266747,-8.33589825
536,probability,56,2.40E-04,6.284134161,-8.33589825
537,include,56,2.40E-04,6.285998095,-8.33589825
538,records,56,2.40E-04,6.28785856,-8.33589825
539,ordinary,56,2.40E-04,6.289715571,-8.33589825
540,discussion,56,2.40E-04,6.29156914,-8.33589825
541,analyzed,56,2.40E-04,6.293419279,-8.33589825
542,semantics,56,2.40E-04,6.295266001,-8.33589825
543,times,56,2.40E-04,6.29710932,-8.33589825
544,relations,55,2.35E-04,6.298949247,-8.353916756
545,acm,55,2.35E-04,6.300785795,-8.353916756
546,accuracy,55,2.35E-04,6.302618976,-8.353916756
547,additional,55,2.35E-04,6.304448802,-8.353916756
548,arbitrary,55,2.35E-04,6.306275287,-8.353916756
549,heuristic,55,2.35E-04,6.308098442,-8.353916756
550,fitting,55,2.35E-04,6.309918278,-8.353916756
551,proving,55,2.35E-04,6.311734809,-8.353916756
552,roots,55,2.35E-04,6.313548046,-8.353916756
553,integer,54,2.31E-04,6.315358002,-8.372265895
554,boolean,54,2.31E-04,6.317164687,-8.372265895
555,specific,54,2.31E-04,6.318968114,-8.372265895
556,boundary,54,2.31E-04,6.320768294,-8.372265895
557,selection,54,2.31E-04,6.32256524,-8.372265895
558,permits,54,2.31E-04,6.324358962,-8.372265895
559,blocks,54,2.31E-04,6.326149473,-8.372265895
560,either,54,2.31E-04,6.327936784,-8.372265895
561,objects,54,2.31E-04,6.329720906,-8.372265895
562,generalized,54,2.31E-04,6.33150185,-8.372265895
563,entry,54,2.31E-04,6.333279628,-8.372265895
564,symbol,53,2.27E-04,6.335054251,-8.390958028
565,matching,53,2.27E-04,6.336825731,-8.390958028
566,future,53,2.27E-04,6.338594078,-8.390958028
567,american,53,2.27E-04,6.340359304,-8.390958028
568,capabilities,53,2.27E-04,6.342121419,-8.390958028
569,specified,53,2.27E-04,6.343880434,-8.390958028
570,initial,53,2.27E-04,6.345636361,-8.390958028
571,thus,53,2.27E-04,6.34738921,-8.390958028
572,optimum,53,2.27E-04,6.349138991,-8.390958028
573,question,53,2.27E-04,6.350885717,-8.390958028
574,hashing,52,2.23E-04,6.352629396,-8.410006222
575,facilities,52,2.23E-04,6.354370041,-8.410006222
576,stored,52,2.23E-04,6.356107661,-8.410006222
577,semantic,52,2.23E-04,6.357842267,-8.410006222
578,does,52,2.23E-04,6.359573869,-8.410006222
579,graphical,52,2.23E-04,6.361302478,-8.410006222
580,degree,52,2.23E-04,6.363028104,-8.410006222
581,distributed,52,2.23E-04,6.364750757,-8.410006222
582,testing,52,2.23E-04,6.366470448,-8.410006222
583,his,52,2.23E-04,6.368187186,-8.410006222
584,instructions,52,2.23E-04,6.369900983,-8.410006222
585,examined,52,2.23E-04,6.371611847,-8.410006222
586,extended,51,2.18E-04,6.37331979,-8.429424308
587,assignment,51,2.18E-04,6.37502482,-8.429424308
588,english,51,2.18E-04,6.376726948,-8.429424308
589,arrays,51,2.18E-04,6.378426184,-8.429424308
590,prime,51,2.18E-04,6.380122537,-8.429424308
591,even,51,2.18E-04,6.381816017,-8.429424308
592,directed,51,2.18E-04,6.383506635,-8.429424308
593,detection,51,2.18E-04,6.385194399,-8.429424308
594,lines,51,2.18E-04,6.386879319,-8.429424308
595,current,50,2.14E-04,6.388561406,-8.449226936
596,bound,50,2.14E-04,6.390240667,-8.449226936
597,amount,50,2.14E-04,6.391917113,-8.449226936
598,editing,50,2.14E-04,6.393590754,-8.449226936
599,run,50,2.14E-04,6.395261598,-8.449226936
600,levels,50,2.14E-04,6.396929655,-8.449226936
601,permutation,50,2.14E-04,6.398594935,-8.449226936
602,whose,50,2.14E-04,6.400257445,-8.449226936
603,query,50,2.14E-04,6.401917197,-8.449226936
604,advantages,50,2.14E-04,6.403574198,-8.449226936
605,classes,50,2.14E-04,6.405228458,-8.449226936
606,make,50,2.14E-04,6.406879986,-8.449226936
607,translator,49,2.10E-04,6.408528791,-8.469429643
608,produce,49,2.10E-04,6.410174882,-8.469429643
609,graphs,49,2.10E-04,6.411818268,-8.469429643
610,curriculum,49,2.10E-04,6.413458957,-8.469429643
611,introduced,49,2.10E-04,6.415096959,-8.469429643
612,factors,49,2.10E-04,6.416732283,-8.469429643
613,course,49,2.10E-04,6.418364936,-8.469429643
614,student,49,2.10E-04,6.419994928,-8.469429643
615,effect,49,2.10E-04,6.421622268,-8.469429643
616,measurement,49,2.10E-04,6.423246964,-8.469429643
617,format,49,2.10E-04,6.424869024,-8.469429643
618,range,48,2.06E-04,6.426488457,-8.49004893
619,chebyshev,48,2.06E-04,6.428105273,-8.49004893
620,usage,48,2.06E-04,6.429719478,-8.49004893
621,applicable,48,2.06E-04,6.431331082,-8.49004893
622,existing,48,2.06E-04,6.432940093,-8.49004893
623,what,48,2.06E-04,6.434546519,-8.49004893
624,recursion,48,2.06E-04,6.436150368,-8.49004893
625,graphic,48,2.06E-04,6.43775165,-8.49004893
626,handling,48,2.06E-04,6.439350371,-8.49004893
627,related,48,2.06E-04,6.440946541,-8.49004893
628,transform,48,2.06E-04,6.442540166,-8.49004893
629,power,48,2.06E-04,6.444131257,-8.49004893
630,patterns,48,2.06E-04,6.445719819,-8.49004893
631,expected,48,2.06E-04,6.447305863,-8.49004893
632,finally,48,2.06E-04,6.448889394,-8.49004893
633,subroutines,47,2.01E-04,6.450470422,-8.511102339
634,years,47,2.01E-04,6.452048954,-8.511102339
635,verification,47,2.01E-04,6.453624999,-8.511102339
636,man,47,2.01E-04,6.455198563,-8.511102339
637,path,47,2.01E-04,6.456769656,-8.511102339
638,items,47,2.01E-04,6.458338283,-8.511102339
639,elementary,47,2.01E-04,6.459904454,-8.511102339
640,step,47,2.01E-04,6.461468176,-8.511102339
641,interval,47,2.01E-04,6.463029457,-8.511102339
642,suitable,47,2.01E-04,6.464588304,-8.511102339
643,require,47,2.01E-04,6.466144724,-8.511102339
644,integrals,46,1.97E-04,6.467698726,-8.532608545
645,elimination,46,1.97E-04,6.469250317,-8.532608545
646,smith,46,1.97E-04,6.470799504,-8.532608545
647,devices,46,1.97E-04,6.472346295,-8.532608545
648,off,46,1.97E-04,6.473890696,-8.532608545
649,easy,46,1.97E-04,6.475432717,-8.532608545
650,read,46,1.97E-04,6.476972363,-8.532608545
651,nodes,46,1.97E-04,6.478509642,-8.532608545
652,whether,46,1.97E-04,6.480044562,-8.532608545
653,utilization,46,1.97E-04,6.481577129,-8.532608545
654,business,46,1.97E-04,6.483107351,-8.532608545
655,notation,46,1.97E-04,6.484635236,-8.532608545
656,effective,46,1.97E-04,6.486160789,-8.532608545
657,transformations,45,1.93E-04,6.487684018,-8.554587451
658,algebra,45,1.93E-04,6.489204931,-8.554587451
659,consists,45,1.93E-04,6.490723535,-8.554587451
660,monitor,45,1.93E-04,6.492239835,-8.554587451
661,choice,45,1.93E-04,6.49375384,-8.554587451
662,like,45,1.93E-04,6.495265556,-8.554587451
663,determine,45,1.93E-04,6.49677499,-8.554587451
664,ordering,45,1.93E-04,6.498282149,-8.554587451
665,writing,45,1.93E-04,6.499787041,-8.554587451
666,symbols,45,1.93E-04,6.501289671,-8.554587451
667,human,45,1.93E-04,6.502790046,-8.554587451
668,mathematics,45,1.93E-04,6.504288174,-8.554587451
669,contour,45,1.93E-04,6.50578406,-8.554587451
670,technology,45,1.93E-04,6.507277712,-8.554587451
671,correction,45,1.93E-04,6.508769137,-8.554587451
672,demand,45,1.93E-04,6.510258341,-8.554587451
673,events,45,1.93E-04,6.51174533,-8.554587451
674,changes,45,1.93E-04,6.513230111,-8.554587451
675,easily,45,1.93E-04,6.514712691,-8.554587451
676,needed,45,1.93E-04,6.516193076,-8.554587451
677,subject,45,1.93E-04,6.517671273,-8.554587451
678,performed,45,1.93E-04,6.519147288,-8.554587451
679,eigenvalues,45,1.93E-04,6.520621128,-8.554587451
680,root,45,1.93E-04,6.522092798,-8.554587451
681,newton,44,1.88E-04,6.523562306,-8.577060307
682,detail,44,1.88E-04,6.525029658,-8.577060307
683,allow,44,1.88E-04,6.52649486,-8.577060307
684,shared,44,1.88E-04,6.527957918,-8.577060307
685,bits,44,1.88E-04,6.529418838,-8.577060307
686,experience,44,1.88E-04,6.530877628,-8.577060307
687,would,44,1.88E-04,6.532334292,-8.577060307
688,determining,44,1.88E-04,6.533788838,-8.577060307
689,scale,44,1.88E-04,6.535241271,-8.577060307
690,variance,44,1.88E-04,6.536691598,-8.577060307
691,formula,44,1.88E-04,6.538139824,-8.577060307
692,constraints,44,1.88E-04,6.539585956,-8.577060307
693,feature,43,1.84E-04,6.541029999,-8.600049825
694,inverse,43,1.84E-04,6.542471961,-8.600049825
695,detailed,43,1.84E-04,6.543911846,-8.600049825
696,full,43,1.84E-04,6.54534966,-8.600049825
697,theorem,43,1.84E-04,6.546785411,-8.600049825
698,corresponding,43,1.84E-04,6.548219103,-8.600049825
699,mean,43,1.84E-04,6.549650742,-8.600049825
700,correct,43,1.84E-04,6.551080335,-8.600049825
701,discrete,43,1.84E-04,6.552507887,-8.600049825
702,illustrated,43,1.84E-04,6.553933404,-8.600049825
703,improved,42,1.80E-04,6.555356892,-8.623580323
704,segmentation,42,1.80E-04,6.556778356,-8.623580323
705,aid,42,1.80E-04,6.558197803,-8.623580323
706,task,42,1.80E-04,6.559615237,-8.623580323
707,find,42,1.80E-04,6.561030666,-8.623580323
708,group,42,1.80E-04,6.562444094,-8.623580323
709,routine,42,1.80E-04,6.563855527,-8.623580323
710,per,42,1.80E-04,6.56526497,-8.623580323
711,drum,42,1.80E-04,6.56667243,-8.623580323
712,learning,42,1.80E-04,6.568077911,-8.623580323
713,device,42,1.80E-04,6.56948142,-8.623580323
714,involving,42,1.80E-04,6.570882962,-8.623580323
715,project,42,1.80E-04,6.572282543,-8.623580323
716,low,42,1.80E-04,6.573680167,-8.623580323
717,mechanisms,42,1.80E-04,6.575075841,-8.623580323
718,alternative,42,1.80E-04,6.576469569,-8.623580323
719,generators,42,1.80E-04,6.577861358,-8.623580323
720,discusses,42,1.80E-04,6.579251212,-8.623580323
721,represented,42,1.80E-04,6.580639137,-8.623580323
722,interest,42,1.80E-04,6.582025139,-8.623580323
723,higher,41,1.76E-04,6.583409222,-8.647677874
724,thacher,41,1.76E-04,6.584791392,-8.647677874
725,routines,41,1.76E-04,6.586171655,-8.647677874
726,remote,41,1.76E-04,6.587550015,-8.647677874
727,non,41,1.76E-04,6.588926478,-8.647677874
728,iterative,41,1.76E-04,6.590301048,-8.647677874
729,components,41,1.76E-04,6.591673732,-8.647677874
730,decimal,41,1.76E-04,6.593044534,-8.647677874
731,planning,41,1.76E-04,6.59441346,-8.647677874
732,frequency,40,1.71E-04,6.595780514,-8.672370487
733,compilation,40,1.71E-04,6.597145702,-8.672370487
734,five,40,1.71E-04,6.598509029,-8.672370487
735,percent,40,1.71E-04,6.599870499,-8.672370487
736,communications,40,1.71E-04,6.601230119,-8.672370487
737,internal,40,1.71E-04,6.602587892,-8.672370487
738,relation,40,1.71E-04,6.603943825,-8.672370487
739,approximations,40,1.71E-04,6.605297921,-8.672370487
740,show,40,1.71E-04,6.606650186,-8.672370487
741,courses,40,1.71E-04,6.608000625,-8.672370487
742,improvement,40,1.71E-04,6.609349243,-8.672370487
743,production,40,1.71E-04,6.610696045,-8.672370487
744,replacement,40,1.71E-04,6.612041035,-8.672370487
745,assembly,40,1.71E-04,6.613384218,-8.672370487
746,operators,40,1.71E-04,6.6147256,-8.672370487
747,sufficient,40,1.71E-04,6.616065185,-8.672370487
748,quadratic,40,1.71E-04,6.617402978,-8.672370487
749,empirical,40,1.71E-04,6.618738984,-8.672370487
750,includes,40,1.71E-04,6.620073207,-8.672370487
751,standards,40,1.71E-04,6.621405652,-8.672370487
752,half,40,1.71E-04,6.622736324,-8.672370487
753,proved,39,1.67E-04,6.624065228,-8.697688295
754,constructed,39,1.67E-04,6.625392368,-8.697688295
755,artificial,39,1.67E-04,6.626717749,-8.697688295
756,facility,39,1.67E-04,6.628041376,-8.697688295
757,service,39,1.67E-04,6.629363253,-8.697688295
758,survey,39,1.67E-04,6.630683386,-8.697688295
759,iteration,39,1.67E-04,6.632001777,-8.697688295
760,orthogonal,39,1.67E-04,6.633318433,-8.697688295
761,directly,39,1.67E-04,6.634633358,-8.697688295
762,architecture,39,1.67E-04,6.635946556,-8.697688295
763,local,39,1.67E-04,6.637258031,-8.697688295
764,previous,39,1.67E-04,6.638567789,-8.697688295
765,iv,39,1.67E-04,6.639875834,-8.697688295
766,methodology,39,1.67E-04,6.64118217,-8.697688295
767,makes,38,1.63E-04,6.642486801,-8.723663781
768,sequences,38,1.63E-04,6.643789733,-8.723663781
769,modeling,38,1.63E-04,6.64509097,-8.723663781
770,theoretical,38,1.63E-04,6.646390515,-8.723663781
771,activity,38,1.63E-04,6.647688374,-8.723663781
772,engineering,38,1.63E-04,6.64898455,-8.723663781
773,students,38,1.63E-04,6.650279049,-8.723663781
774,automatically,38,1.63E-04,6.651571874,-8.723663781
775,computations,38,1.63E-04,6.652863029,-8.723663781
776,original,38,1.63E-04,6.65415252,-8.723663781
777,property,38,1.63E-04,6.65544035,-8.723663781
778,abstract,38,1.63E-04,6.656726524,-8.723663781
779,functional,38,1.63E-04,6.658011046,-8.723663781
780,distributions,38,1.63E-04,6.65929392,-8.723663781
781,committee,38,1.63E-04,6.66057515,-8.723663781
782,recent,38,1.63E-04,6.661854741,-8.723663781
783,rate,38,1.63E-04,6.663132696,-8.723663781
784,forms,38,1.63E-04,6.66440902,-8.723663781
785,strategy,38,1.63E-04,6.665683718,-8.723663781
786,tests,38,1.63E-04,6.666956792,-8.723663781
787,appropriate,38,1.63E-04,6.668228248,-8.723663781
788,areas,38,1.63E-04,6.66949809,-8.723663781
789,u,38,1.63E-04,6.670766321,-8.723663781
790,ordered,38,1.63E-04,6.672032945,-8.723663781
791,mode,37,1.58E-04,6.673297968,-8.750332028
792,parser,37,1.58E-04,6.674561392,-8.750332028
793,itself,37,1.58E-04,6.675823222,-8.750332028
794,keys,37,1.58E-04,6.677083461,-8.750332028
795,effects,37,1.58E-04,6.678342115,-8.750332028
796,command,37,1.58E-04,6.679599186,-8.750332028
797,usually,37,1.58E-04,6.680854679,-8.750332028
798,interaction,37,1.58E-04,6.682108597,-8.750332028
799,iii,37,1.58E-04,6.683360946,-8.750332028
800,questions,37,1.58E-04,6.684611728,-8.750332028
801,costs,37,1.58E-04,6.685860947,-8.750332028
802,factor,37,1.58E-04,6.687108608,-8.750332028
803,central,37,1.58E-04,6.688354714,-8.750332028
804,tasks,36,1.54E-04,6.689599269,-8.777731003
805,positive,36,1.54E-04,6.690842277,-8.777731003
806,together,36,1.54E-04,6.692083743,-8.777731003
807,evaluating,36,1.54E-04,6.693323668,-8.777731003
808,perform,36,1.54E-04,6.694562059,-8.777731003
809,hierarchy,36,1.54E-04,6.695798917,-8.777731003
810,give,36,1.54E-04,6.697034248,-8.777731003
811,utility,36,1.54E-04,6.698268054,-8.777731003
812,adaptive,36,1.54E-04,6.69950034,-8.777731003
813,respect,36,1.54E-04,6.70073111,-8.777731003
814,emphasis,36,1.54E-04,6.701960366,-8.777731003
815,interchange,36,1.54E-04,6.703188113,-8.777731003
816,intelligence,36,1.54E-04,6.704414355,-8.777731003
817,spline,36,1.54E-04,6.705639095,-8.777731003
818,produced,36,1.54E-04,6.706862337,-8.777731003
819,differences,36,1.54E-04,6.708084084,-8.777731003
820,describe,36,1.54E-04,6.70930434,-8.777731003
821,modification,36,1.54E-04,6.710523109,-8.777731003
822,stage,36,1.54E-04,6.711740395,-8.777731003
823,constant,35,1.50E-04,6.712956201,-8.80590188
824,transfer,35,1.50E-04,6.71417053,-8.80590188
825,transmission,35,1.50E-04,6.715383386,-8.80590188
826,uniform,35,1.50E-04,6.716594774,-8.80590188
827,briefly,35,1.50E-04,6.717804695,-8.80590188
828,specifications,35,1.50E-04,6.719013154,-8.80590188
829,node,35,1.50E-04,6.720220155,-8.80590188
830,sentences,35,1.50E-04,6.721425701,-8.80590188
831,professional,35,1.50E-04,6.722629795,-8.80590188
832,map,35,1.50E-04,6.723832441,-8.80590188
833,obtain,35,1.50E-04,6.725033642,-8.80590188
834,center,35,1.50E-04,6.726233402,-8.80590188
835,merge,35,1.50E-04,6.727431725,-8.80590188
836,combinatorial,35,1.50E-04,6.728628613,-8.80590188
837,subset,35,1.50E-04,6.72982407,-8.80590188
838,bounds,35,1.50E-04,6.7310181,-8.80590188
839,estimates,35,1.50E-04,6.732210706,-8.80590188
840,steps,35,1.50E-04,6.733401892,-8.80590188
841,difficult,35,1.50E-04,6.73459166,-8.80590188
842,batch,35,1.50E-04,6.735780014,-8.80590188
843,statistics,35,1.50E-04,6.736966958,-8.80590188
844,running,35,1.50E-04,6.738152495,-8.80590188
845,version,35,1.50E-04,6.739336627,-8.80590188
846,outlined,35,1.50E-04,6.74051936,-8.80590188
847,after,35,1.50E-04,6.741700695,-8.80590188
848,response,34,1.46E-04,6.742880636,-8.834889416
849,documentation,34,1.46E-04,6.744059186,-8.834889416
850,resources,34,1.46E-04,6.745236349,-8.834889416
851,buddy,34,1.46E-04,6.746412129,-8.834889416
852,scatter,34,1.46E-04,6.747586527,-8.834889416
853,manner,34,1.46E-04,6.748759547,-8.834889416
854,corrigendum,34,1.46E-04,6.749931194,-8.834889416
855,toward,34,1.46E-04,6.751101469,-8.834889416
856,sizes,34,1.46E-04,6.752270376,-8.834889416
857,pass,34,1.46E-04,6.753437919,-8.834889416
858,teaching,34,1.46E-04,6.754604099,-8.834889416
859,making,34,1.46E-04,6.755768922,-8.834889416
860,minimization,34,1.46E-04,6.756932389,-8.834889416
861,macro,34,1.46E-04,6.758094504,-8.834889416
862,job,34,1.46E-04,6.759255271,-8.834889416
863,containing,34,1.46E-04,6.760414691,-8.834889416
864,graduate,34,1.46E-04,6.761572769,-8.834889416
865,coded,34,1.46E-04,6.762729507,-8.834889416
866,could,34,1.46E-04,6.763884909,-8.834889416
867,before,34,1.46E-04,6.765038977,-8.834889416
868,particularly,34,1.46E-04,6.766191715,-8.834889416
869,zeros,34,1.46E-04,6.767343125,-8.834889416
870,few,34,1.46E-04,6.768493212,-8.834889416
871,gaussian,34,1.46E-04,6.769641977,-8.834889416
872,cpu,34,1.46E-04,6.770789424,-8.834889416
873,better,34,1.46E-04,6.771935556,-8.834889416
874,sum,33,1.41E-04,6.773080376,-8.86474238
875,nature,33,1.41E-04,6.774223886,-8.86474238
876,buffer,33,1.41E-04,6.775366091,-8.86474238
877,material,33,1.41E-04,6.776506992,-8.86474238
878,relatively,33,1.41E-04,6.777646594,-8.86474238
879,solve,33,1.41E-04,6.778784898,-8.86474238
880,estimate,33,1.41E-04,6.779921907,-8.86474238
881,resulting,33,1.41E-04,6.781057626,-8.86474238
882,mechanism,33,1.41E-04,6.782192056,-8.86474238
883,physical,33,1.41E-04,6.783325201,-8.86474238
884,involved,33,1.41E-04,6.784457063,-8.86474238
885,constructing,33,1.41E-04,6.785587645,-8.86474238
886,powerful,33,1.41E-04,6.786716951,-8.86474238
887,difference,33,1.41E-04,6.787844982,-8.86474238
888,combinations,33,1.41E-04,6.788971743,-8.86474238
889,hierarchical,33,1.41E-04,6.790097236,-8.86474238
890,game,33,1.41E-04,6.791221463,-8.86474238
891,simultaneous,33,1.41E-04,6.792344427,-8.86474238
892,programmed,33,1.41E-04,6.793466133,-8.86474238
893,advantage,33,1.41E-04,6.794586581,-8.86474238
894,insertion,33,1.41E-04,6.795705775,-8.86474238
895,controlled,33,1.41E-04,6.796823718,-8.86474238
896,long,33,1.41E-04,6.797940413,-8.86474238
897,term,33,1.41E-04,6.799055862,-8.86474238
898,shows,33,1.41E-04,6.800170068,-8.86474238
899,activities,33,1.41E-04,6.801283034,-8.86474238
900,comments,33,1.41E-04,6.802394763,-8.86474238
901,effectiveness,33,1.41E-04,6.803505258,-8.86474238
902,good,33,1.41E-04,6.80461452,-8.86474238
903,rational,33,1.41E-04,6.805722553,-8.86474238
904,highly,32,1.37E-04,6.80682936,-8.895514038
905,register,32,1.37E-04,6.807934944,-8.895514038
906,published,32,1.37E-04,6.809039306,-8.895514038
907,online,32,1.37E-04,6.81014245,-8.895514038
908,determinant,32,1.37E-04,6.811244379,-8.895514038
909,deadlock,32,1.37E-04,6.812345094,-8.895514038
910,recently,32,1.37E-04,6.8134446,-8.895514038
911,indexing,32,1.37E-04,6.814542897,-8.895514038
912,balanced,32,1.37E-04,6.81563999,-8.895514038
913,studies,32,1.37E-04,6.816735881,-8.895514038
